Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_JB7567AA	Kentucky	SRR15242677;ILLUMINA;Paired;;SRX11548584;;;SRA	SAL_JB7567AA	Human	Human	Homo sapiens; chicken	2015	7	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181588	SRS9584158	2021-10-01	2021-08-29	NaN	285648	285648	90932	80487	80487	126	15	15	15	15	15	15	15	2
SAL_JB7568AA	Newport	SRR15242678;ILLUMINA;Paired;;SRX11548583;;;SRA	SAL_JB7568AA	Human	Human	Homo sapiens; human	2014	1	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181382	SRS9584157	2021-10-01	2021-08-29	NaN	285649	285649	285649	285649	11070	11070	11070	44	44	44	44	44	2	2
SAL_JB7569AA	Infantis	SRR15242679;ILLUMINA;Paired;;SRX11548582;;;SRA	SAL_JB7569AA	Human	Human	Homo sapiens; human	2015	11	10		North America	Canada	Prince Edward Island	Queens County									National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181462	SRS9584156	2021-10-01	2021-08-29	NaN	285793	285793	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7570AA	Newport	SRR15242680;ILLUMINA;Paired;;SRX11548581;;;SRA	SAL_JB7570AA	Human	Human	Homo sapiens; human	2016	4	26		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181493	SRS9584155	2021-10-01	2021-08-29	NaN	285792	285792	285792	285792	17214	938	938	938	401	401	401	44	2	2
SAL_JB7571AA	Infantis	SRR15242681;ILLUMINA;Paired;;SRX11548580;;;SRA	SAL_JB7571AA	Human	Human	Homo sapiens; chicken	2015	10	13		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181589	SRS9584154	2021-10-01	2021-08-29	NaN	285794	285794	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7572AA	Infantis	SRR15242682;ILLUMINA;Paired;;SRX11548579;;;SRA	SAL_JB7572AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181618	SRS9584153	2021-10-01	2021-08-29	NaN	285798	285798	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7573AA	Kentucky	SRR15242683;ILLUMINA;Paired;;SRX11548578;;;SRA	SAL_JB7573AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181623	SRS9584152	2021-10-01	2021-08-29	NaN	285796	285796	285796	285796	285796	285796	15	15	15	15	15	15	15	2
SAL_JB7574AA	16-7746	SRR15242684;ILLUMINA;Paired;;SRX11548577;;;SRA	SAL_JB7574AA	Human	Human	Homo sapiens	2016	10	1		North America	Canada	British Columbia						4,[5],12:I:-	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181519	SRS9584151	2021-10-01	2021-08-29	NaN	285801	285801	226743	226743	30217	2	2	2	2	2	2	2	2	2
SAL_JB7575AA	15-7700	SRR15242685;ILLUMINA;Paired;;SRX11548576;;;SRA	SAL_JB7575AA	Human	Human	Homo sapiens	2015	10	2		North America	Canada	Quebec						Typhimurium	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181459	SRS9584150	2021-10-01	2021-08-29	NaN	285795	285795	285795	285795	285795	285795	41	41	2	2	2	2	2	2
SAL_JB7576AA	4,[5],12:i:-	SRR15242686;ILLUMINA;Paired;;SRX11548575;;;SRA	SAL_JB7576AA	Human	Human	Homo sapiens; chicken	2016	11	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181613	SRS9584149	2021-10-01	2021-08-29	NaN	285797	285797	285797	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7577AA	4,[5],12:i:-	SRR15242687;ILLUMINA;Paired;;SRX11548574;;;SRA	SAL_JB7577AA	Human	Human	Homo sapiens; human	2015	1	16		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181418	SRS9584148	2021-10-01	2021-08-29	NaN	227207	5589	5544	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7578AA	4,[5],12:i:-	SRR15242688;ILLUMINA;Paired;;SRX11548573;;;SRA	SAL_JB7578AA	Human	Human	Homo sapiens; human	2016	2	16		North America	Canada	Manitoba										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181484	SRS9584147	2021-10-01	2021-08-29	NaN	285802	285802	285802	88256	88256	1607	1607	1343	2	2	2	2	2	2
SAL_JB7579AA	Heidelberg	SRR15242689;ILLUMINA;Paired;;SRX11548572;;;SRA	SAL_JB7579AA	Human	Human	Homo sapiens; chicken	2014	7	16		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181575	SRS9584146	2021-10-01	2021-08-29	NaN	285799	285799	285799	816	568	568	536	536	536	536	536	2	2	2
SAL_JB7580AA	Heidelberg	SRR15242690;ILLUMINA;Paired;;SRX11548571;;;SRA	SAL_JB7580AA	Human	Human	Homo sapiens; chicken	2016	2	15		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181603	SRS9584145	2021-10-01	2021-08-29	NaN	285805	285805	285805	285805	285805	8121	536	536	536	536	536	2	2	2
SAL_JB7581AA	4,[5],12:i:-	SRR15242691;ILLUMINA;Paired;;SRX11548570;;;SRA	SAL_JB7581AA	Human	Human	Homo sapiens; human	2014	4	7		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181394	SRS9584144	2021-10-01	2021-08-29	NaN	285800	285800	285800	98107	98107	2	2	2	2	2	2	2	2	2
SAL_JB7582AA	Infantis	SRR15242692;ILLUMINA;Paired;;SRX11548569;;;SRA	SAL_JB7582AA	Human	Human	Homo sapiens; human	2016	9	27		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181518	SRS9584143	2021-10-01	2021-08-29	NaN	285810	285810	60846	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7583AA	Heidelberg	SRR15242693;ILLUMINA;Paired;;SRX11548568;;;SRA	SAL_JB7583AA	Human	Human	Homo sapiens; chicken	2017	9	22		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181616	SRS9584142	2021-10-01	2021-08-29	NaN	285803	285803	285803	2627	2627	558	536	536	536	536	536	2	2	2
SAL_JB7584AA	Typhimurium	SRR15242694;ILLUMINA;Paired;;SRX11548567;;;SRA	SAL_JB7584AA	Human	Human	Homo sapiens; human	2015	9	8		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181454	SRS9584141	2021-10-01	2021-08-29	NaN	285804	285804	263190	263190	2577	305	305	305	2	2	2	2	2	2
SAL_JB7585AA	Heidelberg	SRR15242695;ILLUMINA;Paired;;SRX11548566;;;SRA	SAL_JB7585AA	Human	Human	Homo sapiens; chicken	2017	9	22		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181615	SRS9584140	2021-10-01	2021-08-29	NaN	285803	285803	285803	2627	2627	558	536	536	536	536	536	2	2	2
SAL_JB7586AA	Heidelberg	SRR15242696;ILLUMINA;Paired;;SRX11548565;;;SRA	SAL_JB7586AA	Human	Human	Homo sapiens; human	2017	2	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181536	SRS9584139	2021-10-01	2021-08-29	NaN	285625	285625	268681	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7587AA	4,[5],12:i:-	SRR15242697;ILLUMINA;Paired;;SRX11548564;;;SRA	SAL_JB7587AA	Human	Human	Homo sapiens; human	2015	12	2		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181468	SRS9584138	2021-10-01	2021-08-29	NaN	227279	227279	227279	227279	227279	48	48	48	2	2	2	2	2	2
SAL_JB7588AA	4,[5],12:i:-	SRR15242698;ILLUMINA;Paired;;SRX11548563;;;SRA	SAL_JB7588AA	Human	Human	Homo sapiens; human	2016	3	6		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181487	SRS9584137	2021-10-01	2021-08-29	NaN	285807	285807	285807	285807	2	2	2	2	2	2	2	2	2	2
SAL_JB7589AA	14-3590	SRR15242699;ILLUMINA;Paired;;SRX11548562;;;SRA	SAL_JB7589AA	Human	Human	Homo sapiens	2014	5	10		North America	Canada	Alberta						Infantis	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181395	SRS9584136	2021-10-01	2021-08-29	NaN	285806	285806	285806	231874	45750	43	36	36	36	36	36	36	2	2
SAL_JB7590AA	Newport	SRR15242700;ILLUMINA;Paired;;SRX11548561;;;SRA	SAL_JB7590AA	Human	Human	Homo sapiens; human	2017	4	18		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181548	SRS9584135	2021-10-01	2021-08-29	NaN	285808	285808	285482	107759	107759	938	938	938	401	401	401	44	2	2
SAL_JB7591AA	4,[5],12:i:-	SRR15242701;ILLUMINA;Paired;;SRX11548560;;;SRA	SAL_JB7591AA	Human	Human	Homo sapiens; human	2016	9	27		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181517	SRS9584134	2021-10-01	2021-08-29	NaN	285809	285809	233760	120527	98107	2	2	2	2	2	2	2	2	2
SAL_JB7592AA	Newport	SRR15242702;ILLUMINA;Paired;;SRX11548559;;;SRA	SAL_JB7592AA	Human	Human	Homo sapiens; human	2015	8	19		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181445	SRS9584133	2021-10-01	2021-08-29	NaN	285811	285811	114830	107759	107759	938	938	938	401	401	401	44	2	2
SAL_JB7593AA	4,[5],12:i:-	SRR15242703;ILLUMINA;Paired;;SRX11548558;;;SRA	SAL_JB7593AA	Human	Human	Homo sapiens; human	2014	3	14		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181392	SRS9584132	2021-10-01	2021-08-29	NaN	285812	285812	88256	88256	88256	1607	1607	1343	2	2	2	2	2	2
SAL_JB7594AA	Newport	SRR15242704;ILLUMINA;Paired;;SRX11548557;;;SRA	SAL_JB7594AA	Human	Human	Homo sapiens; human	2015	4	28		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181428	SRS9584131	2021-10-01	2021-08-29	NaN	285811	285811	114830	107759	107759	938	938	938	401	401	401	44	2	2
SAL_JB7595AA	N18-03665	SRR15242705;ILLUMINA;Paired;;SRX11548556;;;SRA	SAL_JB7595AA	Human	Human	Homo sapiens	2014	11	24		North America	Canada	Alberta						Typhimurium	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181583	SRS9584130	2021-10-01	2021-08-29	NaN	285813	285813	285813	48083	48083	2940	13	13	2	2	2	2	2	2
SAL_JB7596AA	4,[5],12:i:-	SRR15242706;ILLUMINA;Paired;;SRX11548555;;;SRA	SAL_JB7596AA	Human	Human	Homo sapiens; human	2014	8	1		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181400	SRS9584129	2021-10-01	2021-08-29	NaN	5589	5589	5544	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7598AA	Heidelberg	SRR15242708;ILLUMINA;Paired;;SRX11548553;;;SRA	SAL_JB7598AA	Human	Human	Homo sapiens; chicken	2016	5	30		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181606	SRS9584127	2021-10-01	2021-08-29	NaN	285816	285816	285816	815	568	568	536	536	536	536	536	2	2	2
SAL_JB7599AA	4,[5],12:i:-	SRR15242709;ILLUMINA;Paired;;SRX11548552;;;SRA	SAL_JB7599AA	Human	Human	Homo sapiens; human	2014	12	9		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181410	SRS9584126	2021-10-01	2021-08-29	NaN	285815	227133	5544	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7600AA	Infantis	SRR15242710;ILLUMINA;Paired;;SRX11548551;;;SRA	SAL_JB7600AA	Human	Human	Homo sapiens; human	2017	3	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181543	SRS9584125	2021-10-01	2021-08-29	NaN	285824	285824	60846	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7601AA	Newport	SRR15242711;ILLUMINA;Paired;;SRX11548550;;;SRA	SAL_JB7601AA	Human	Human	Homo sapiens; human	2016	2	6		North America	Canada	Saskatchewan										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181480	SRS9584124	2021-10-01	2021-08-29	NaN	285814	285814	114830	107759	107759	938	938	938	401	401	401	44	2	2
SAL_JB7602AA	4,[5],12:i:-	SRR15242712;ILLUMINA;Paired;;SRX11548549;;;SRA	SAL_JB7602AA	Human	Human	Homo sapiens; human	2014	11	4		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181407	SRS9584123	2021-10-01	2021-08-29	NaN	285817	226924	226924	226924	2	2	2	2	2	2	2	2	2	2
SAL_JB7603AA	Heidelberg	SRR15242713;ILLUMINA;Paired;;SRX11548548;;;SRA	SAL_JB7603AA	Human	Human	Homo sapiens; chicken	2016	3	7		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181595	SRS9584122	2021-10-01	2021-08-29	NaN	285818	68690	68690	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7604AA	Infantis	SRR15242714;ILLUMINA;Paired;;SRX11548547;;;SRA	SAL_JB7604AA	Human	Human	Homo sapiens; chicken	2017	7	3		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181617	SRS9584121	2021-10-01	2021-08-29	NaN	285820	285820	4595	4595	36	36	36	36	36	36	36	36	2	2
SAL_JB7605AA	Typhimurium	SRR15242715;ILLUMINA;Paired;;SRX11548546;;;SRA	SAL_JB7605AA	Human	Human	Homo sapiens; chicken	2017	4	3		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181622	SRS9584120	2021-10-01	2021-08-29	NaN	285819	285819	10543	10543	3007	13	13	13	2	2	2	2	2	2
SAL_JB7606AA	Typhimurium	SRR15242716;ILLUMINA;Paired;;SRX11548545;;;SRA	SAL_JB7606AA	Human	Human	Homo sapiens; human	2016	2	5		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181482	SRS9584119	2021-10-01	2021-08-29	NaN	285822	285822	285822	285822	285822	285822	3610	2	2	2	2	2	2	2
SAL_JB7607AA	Typhimurium	SRR15242717;ILLUMINA;Paired;;SRX11548544;;;SRA	SAL_JB7607AA	Human	Human	Homo sapiens; human	2017	3	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181544	SRS9584118	2021-10-01	2021-08-29	NaN	285821	285821	285821	285821	285821	285821	3610	2	2	2	2	2	2	2
SAL_JB7608AA	Heidelberg	SRR15242718;ILLUMINA;Paired;;SRX11548543;;;SRA	SAL_JB7608AA	Human	Human	Homo sapiens; chicken	2017	1	18		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181607	SRS9584117	2021-10-01	2021-08-29	NaN	285827	285827	187357	809	568	568	536	536	536	536	536	2	2	2
SAL_JB7610AA	Heidelberg	SRR15242720;ILLUMINA;Paired;;SRX11548541;;;SRA	SAL_JB7610AA	Human	Human	Homo sapiens; chicken	2017	2	19		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181621	SRS9584115	2021-10-01	2021-08-29	NaN	285825	285825	285825	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7611AA	Heidelberg	SRR15242721;ILLUMINA;Paired;;SRX11548540;;;SRA	SAL_JB7611AA	Human	Human	Homo sapiens; human	2016	6	15		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181502	SRS9584114	2021-10-01	2021-08-29	NaN	98450	98450	68690	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7612AA	Infantis	SRR15242722;ILLUMINA;Paired;;SRX11548539;;;SRA	SAL_JB7612AA	Human	Human	Homo sapiens; chicken	2014	5	12		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181576	SRS9584113	2021-10-01	2021-08-29	NaN	285826	285826	231874	231874	45750	43	36	36	36	36	36	36	2	2
SAL_JB7613AA	Heidelberg	SRR15242723;ILLUMINA;Paired;;SRX11548538;;;SRA	SAL_JB7613AA	Human	Human	Homo sapiens; human	2017	2	1		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181534	SRS9584112	2021-10-01	2021-08-29	NaN	285823	285823	248554	248554	16212	558	536	536	536	536	536	2	2	2
SAL_JB7614AA	Newport	SRR15242724;ILLUMINA;Paired;;SRX11548537;;;SRA	SAL_JB7614AA	Human	Human	Homo sapiens; human	2015	1	28		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181420	SRS9584111	2021-10-01	2021-08-29	NaN	285833	285833	114830	107759	107759	938	938	938	401	401	401	44	2	2
SAL_JB7615AA	4,[5],12:i:-	SRR15242725;ILLUMINA;Paired;;SRX11548536;;;SRA	SAL_JB7615AA	Human	Human	Homo sapiens; human	2015	8	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181444	SRS9584110	2021-10-01	2021-08-29	NaN	285834	285834	285834	285834	88266	2	2	2	2	2	2	2	2	2
SAL_JB7616AA	N18-03697	SRR15242726;ILLUMINA;Paired;;SRX11548535;;;SRA	SAL_JB7616AA	Human	Human	Homo sapiens	2016	6	6		North America	Canada	British Columbia						Heidelberg	I			National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181599	SRS9584109	2021-10-01	2021-08-29	NaN	285594	285594	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7617AA	Heidelberg	SRR15242727;ILLUMINA;Paired;;SRX11548534;;;SRA	SAL_JB7617AA	Human	Human	Homo sapiens; chicken	2016	7	6		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181600	SRS9584108	2021-10-01	2021-08-29	NaN	285470	285470	809	809	568	568	536	536	536	536	536	2	2	2
SAL_JB7618AA	Heidelberg	SRR15242728;ILLUMINA;Paired;;SRX11548533;;;SRA	SAL_JB7618AA	Human	Human	Homo sapiens; chicken	2017	7	31		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181625	SRS9584107	2021-10-01	2021-08-29	NaN	285835	285835	285835	5531	1382	558	536	536	536	536	536	2	2	2
SAL_JB7619AA	Heidelberg	SRR15242729;ILLUMINA;Paired;;SRX11548532;;;SRA	SAL_JB7619AA	Human	Human	Homo sapiens; chicken	2017	1	9		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181614	SRS9584106	2021-10-01	2021-08-29	NaN	285836	285836	285836	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7620AA	Infantis	SRR15242730;ILLUMINA;Paired;;SRX11548531;;;SRA	SAL_JB7620AA	Human	Human	Homo sapiens; chicken	2016	10	31		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181605	SRS9584105	2021-10-01	2021-08-29	NaN	285837	285837	285837	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7621AA	Heidelberg	SRR15242731;ILLUMINA;Paired;;SRX11548530;;;SRA	SAL_JB7621AA	Human	Human	Homo sapiens; chicken	2016	3	7		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181596	SRS9584104	2021-10-01	2021-08-29	NaN	285838	285838	285734	285734	8121	8121	536	536	536	536	536	2	2	2
SAL_JB7622AA	Typhimurium	SRR15242732;ILLUMINA;Paired;;SRX11548529;;;SRA	SAL_JB7622AA	Human	Human	Homo sapiens; human	2017	2	15		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181541	SRS9584103	2021-10-01	2021-08-29	NaN	285839	285839	285839	46636	3007	13	13	13	2	2	2	2	2	2
SAL_JB7623AA	Heidelberg	SRR15242733;ILLUMINA;Paired;;SRX11548528;;;SRA	SAL_JB7623AA	Human	Human	Homo sapiens; chicken	2014	12	1		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181585	SRS9584102	2021-10-01	2021-08-29	NaN	285471	285471	285471	58353	1382	558	536	536	536	536	536	2	2	2
SAL_JB7625AA	Enteritidis	SRR15242735;ILLUMINA;Paired;;SRX11548526;;;SRA	SAL_JB7625AA	Human	Human	Homo sapiens; human	2016	8	10		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181511	SRS9584100	2021-10-01	2021-08-29	NaN	285473	285473	285473	51297	85	12	12	12	12	12	12	12	2	2
SAL_JB7626AA	Heidelberg	SRR15242736;ILLUMINA;Paired;;SRX11548525;;;SRA	SAL_JB7626AA	Human	Human	Homo sapiens; chicken	2017	6	12		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181620	SRS9584099	2021-10-01	2021-08-29	NaN	285840	285840	285840	62600	930	558	536	536	536	536	536	2	2	2
SAL_JB7627AA	Heidelberg	SRR15242737;ILLUMINA;Paired;;SRX11548524;;;SRA	SAL_JB7627AA	Human	Human	Homo sapiens; chicken	2016	11	9		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181604	SRS9584098	2021-10-01	2021-08-29	NaN	285472	285472	41666	816	568	568	536	536	536	536	536	2	2	2
SAL_JB7628AA	Heidelberg	SRR15242738;ILLUMINA;Paired;;SRX11548523;;;SRA	SAL_JB7628AA	Human	Human	Homo sapiens; chicken	2014	2	11		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181571	SRS9584097	2021-10-01	2021-08-29	NaN	285474	285474	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_JB7629AA	Infantis	SRR15242739;ILLUMINA;Paired;;SRX11548522;;;SRA	SAL_JB7629AA	Human	Human	Homo sapiens; human	2017	2	1		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181535	SRS9584096	2021-10-01	2021-08-29	NaN	285841	285630	60846	60846	60846	60846	36	36	36	36	36	36	2	2
SAL_JB7630AA	4,[5],12:i:-	SRR15242740;ILLUMINA;Paired;;SRX11548521;;;SRA	SAL_JB7630AA	Human	Human	Homo sapiens; human	2017	3	13		North America	Canada	Ontario										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181545	SRS9584095	2021-10-01	2021-08-29	NaN	285620	69937	69937	69937	69937	48	48	48	2	2	2	2	2	2
SAL_JB7631AA	Typhimurium	SRR15242741;ILLUMINA;Paired;;SRX11548520;;;SRA	SAL_JB7631AA	Human	Human	Homo sapiens; chicken	2014	5	26		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181577	SRS9584094	2021-10-01	2021-08-29	NaN	231818	231818	227065	227065	227065	13	13	13	2	2	2	2	2	2
SAL_JB7632AA	Infantis	SRR15242742;ILLUMINA;Paired;;SRX11548519;;;SRA	SAL_JB7632AA	Human	Human	Homo sapiens; chicken	2014	8	12		North America	Canada	British Columbia										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181580	SRS9584093	2021-10-01	2021-08-29	NaN	285475	285475	285475	285475	5555	5555	36	36	36	36	36	36	2	2
SAL_JB7633AA	4,[5],12:i:-	SRR15242743;ILLUMINA;Paired;;SRX11548518;;;SRA	SAL_JB7633AA	Human	Human	Homo sapiens; human	2014	9	4		North America	Canada	Alberta										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181402	SRS9584092	2021-10-01	2021-08-29	NaN	285847	285847	285847	6	2	2	2	2	2	2	2	2	2	2
SAL_JB7634AA	Heidelberg	SRR15242744;ILLUMINA;Paired;;SRX11548517;;;SRA	SAL_JB7634AA	Human	Human	Homo sapiens; chicken	2016	11	14		North America	Canada	Quebec										National Microbiology Laboratory			PRJNA746107	SRP329800	SAMN20181611	SRS9584091	2021-10-01	2021-08-29	NaN	285476	285476	8119	8119	1382	558	536	536	536	536	536	2	2	2
